word,lex,gr.pos,parts,gloss,trans_ru,freq,affix
къызэрэтэджыгъэр,джын,VERB,"['къы', 'зэрэ', 'т', 'э', 'джы', 'гъэ', 'р']","['DIR', 'REL.SUB', '1PL.ERG', 'DYN', 'STEM', 'PST', 'ABS']",читать,13,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
къызӏэкӏигъэхьагъ,хьэн,VERB,"['къы', 'з', 'ӏэкӏ', 'и', 'гъэ', 'хьа', 'гъ']","['DIR', 'REL.IO', 'INADV', '3SG.ERG', 'CAUS', 'STEM', 'PST']",входить,336,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
тешӏэн,шӏэн,VERB,"['т', 'й', 'э', 'шӏэ', 'н']","['1PL.ABS', 'DAT', 'DYN', 'STEM', 'MOD']",знать,14,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
ӏыгъыпӏэм,ӏыгъын,VERB,"['ӏыгъы', 'пӏэ', 'м']","['STEM', 'NMLZ.LOC', 'OBL']",держать,694,"['root', 'suffix', 'suffix']"
къыдахыгъэ,хын,VERB,"['къы', 'д', 'а', 'хы', 'гъэ']","['DIR', 'COM', '3PL.ERG', 'STEM', 'PST']",жать; косить,72,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зыдэлажьэхэрэри,лэжьэн,VERB,"['зы', 'дэ', 'лажьэ', 'хэ', 'рэ', 'р', 'и']","['REL.IO', 'COM', 'STEM', 'PL', 'DYN', 'ABS', 'ADD']",работать; изнашивать,3,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
къэткӏухьагъэх,ткӏон,VERB,"['къэ', 'ткӏу', 'хьа', 'гъэ', 'х']","['DIR', 'STEM', 'ILL', 'PST', 'PL']",таять; растаять; обтаять; растопиться,11,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
садэжь,дэн,VERB,"['с', 'а', 'дэ', 'жь']","['1SG.ABS', 'DAT', 'STEM', 'RE']",согласовывать,341,"['prefix', 'prefix', 'root', 'suffix']"
иӏэ,ӏэн,VERB,"['и', 'ӏэ']","['POSS', 'STEM']",быть,1298,"['prefix', 'root']"
егъоты,гъотын,VERB,"['й', 'э', 'гъоты']","['3SG.ERG', 'DYN', 'STEM']",находить,56,"['prefix', 'prefix', 'root']"
къикӏыгъ,кӏын,VERB,"['къ', 'и', 'кӏы', 'гъ']","['DIR', 'LOC', 'STEM', 'PST']",выходить,512,"['prefix', 'prefix', 'root', 'suffix']"
къызэкӏэчыгъо,чын,VERB,"['къы', 'зэ', 'кӏэ', 'чы', 'гъо']","['DIR', 'RFL.IO', 'LOC', 'STEM', 'NMLZ.TIME']",лопнуть,4,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
тепхынэу,хын,VERB,"['те', 'п', 'хы', 'н', 'эу']","['LOC', '2SG.ERG', 'STEM', 'MOD', 'ADV']",жать; косить,156,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
изэхэщэнкӏэ,щэн,VERB,"['и', 'зэ', 'хэ', 'щэ', 'н', 'кӏэ']","['POSS', 'RFL.IO', 'LOC', 'STEM', 'MOD', 'INS']",вести; продавать,483,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
ащыщыгъ,щын,VERB,"['а', 'щы', 'щы', 'гъ']","['3PL.IO', 'GENLOC', 'STEM', 'PST']",доить,827,"['prefix', 'prefix', 'root', 'suffix']"
сӏызыхын,хын,VERB,"['с', 'ӏы', 'зы', 'хы', 'н']","['1SG.IO', 'LOC', 'REL.ERG', 'STEM', 'MOD']",жать; косить,2,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэрашӏыгъэр,шӏын,VERB,"['зэ', 'р', 'а', 'шӏы', 'гъэ', 'р']","['RFL.IO', 'DAT', '3PL.ERG', 'STEM', 'PST', 'ABS']",делать,212,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зыщызэхафыжьыхэрэ,фын,VERB,"['зы', 'щы', 'зэ', 'х', 'а', 'фы', 'жьы', 'хэ', 'рэ']","['RFL.ABS', 'GENLOC', 'RFL.IO', 'LOC', '3PL.ERG', 'STEM', 'RE', 'PL', 'DYN']",гнать; угнать,2,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зэхахьэр,хьэн,VERB,"['зэ', 'ха', 'хьэ', 'р']","['REC.IO', 'LOC', 'STEM', 'ABS']",входить,984,"['prefix', 'prefix', 'root', 'suffix']"
зэрилъым,лъын,VERB,"['зэр', 'и', 'лъы', 'м']","['REL.SUB', 'LOC', 'STEM', 'OBL']",заточить,72,"['prefix', 'prefix', 'root', 'suffix']"
гъэцэкӏагъэхэ,гъэцэкӏэн,VERB,"['гъэцэкӏа', 'гъэ', 'хэ']","['STEM', 'PST', 'PL']",выполнить,179,"['root', 'suffix', 'suffix']"
щымыӏагъэхэми,ӏэн,VERB,"['щы', 'мы', 'ӏа', 'гъэ', 'хэ', 'м', 'и']","['GENLOC', 'NEG', 'STEM', 'PST', 'PL', 'OBL', 'ADD']",быть,3,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
сишӏошӏи,шӏэн,VERB,"['с', 'и', 'шӏо', 'шӏ', 'и']","['1SG.P', 'POSS', 'MAL', 'STEM', 'ADD']",делать; заниматься,16,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
фэдэ,дэн,VERB,"['фэ', 'дэ']","['BEN', 'STEM']",шить;соглашаться;позволять,17185,"['prefix', 'root']"
изэгъэшӏэн,шӏэн,VERB,"['и', 'з', 'э', 'гъэ', 'шӏэ', 'н']","['LOC', 'RFL.IO', 'DAT', 'CAUS', 'STEM', 'MOD']",делать; заниматься,2168,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэшӏотхышъугъэри,хын,VERB,"['зэ', 'шӏо', 'т', 'хы', 'шъу', 'гъэ', 'ри']","['REC.IO', 'MAL', '1PL.ERG', 'STEM', 'POT', 'PST', 'ADD']",жать; косить,4,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зыгу,гун,VERB,"['зы', 'гу']","['RFL.ABS', 'STEM']",толочь,1113,"['prefix', 'root']"
зэрэзэримыгъэшӏагъэр,шӏэн,VERB,"['зэрэ', 'зэ', 'р', 'и', 'мы', 'гъэ', 'шӏа', 'гъэ', 'р']","['REL.SUB', 'RFL.IO', 'LOC', '3SG.ERG', 'NEG', 'CAUS', 'STEM', 'PST', 'ABS']",делать; заниматься,5,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
къыхахыхэмэ,хын,VERB,"['къы', 'х', 'а', 'хы', 'хэ', 'мэ']","['DIR', 'LOC', '3PL.ERG', 'STEM', 'PL', 'OBL.PL']",жать; косить,12,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
дзэпща,щын,VERB,"['д', 'з', 'э', 'п', 'щ', 'а']","['COM', 'RFL.IO', 'DAT', '2SG.ERG', 'STEM', 'Q']",доить,1,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
зыкъешӏы,шӏын,VERB,"['зы', 'къ', 'й', 'э', 'шӏы']","['RFL.ABS', 'DIR', '3SG.ERG', 'DYN', 'STEM']",делать,14,"['prefix', 'prefix', 'prefix', 'prefix', 'root']"
хэтэу,тын,VERB,"['хэ', 'т', 'эу']","['LOC', 'STEM', 'ADV']",стоять,1761,"['prefix', 'root', 'suffix']"
хэти,тын,VERB,"['хэ', 'т', 'и']","['LOC', 'STEM', 'ADD']",стоять,2560,"['prefix', 'root', 'suffix']"
изекӏу,кӏын,VERB,"['и', 'з', 'е', 'кӏ', 'у']","['POSS', 'REL.TMP', 'DAT', 'STEM', 'ADV']",расти; взойти,1,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэнэкъокъур,нэкъокъун,VERB,"['з', 'э', 'нэкъокъу', 'р']","['REL.TMP', 'DYN', 'STEM', 'ABS']",поспорить; соревноваться,2418,"['prefix', 'prefix', 'root', 'suffix']"
псэум,псэун,VERB,"['псэу', 'м']","['STEM', 'OBL']",жить,82,"['root', 'suffix']"
къызэтыригъэуцуагъ,уцон,VERB,"['къы', 'зэ', 'тыр', 'и', 'гъэ', 'уцуа', 'гъ']","['DIR', 'REC.IO', 'LOC', 'LOC', 'CAUS', 'STEM', 'PST']",уставать,51,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
зыпылъ,лъын,VERB,"['зы', 'пы', 'лъ']","['RFL.IO', 'LOC', 'STEM']",заточить,235,"['prefix', 'prefix', 'root']"
язэгъэшӏэн,ешӏэн,VERB,"['й', 'а', 'з', 'э', 'гъэ', 'шӏэ', 'н']","['POSS', '3PL.P', 'RFL.IO', 'DAT', 'CAUS', 'STEM', 'MOD']",играть,768,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
щыӏэ,щыӏэн,VERB,['щыӏэ'],['STEM'],испытать; терпеть,2612,['root']
тызэфищэзэ,щэн,VERB,"['ты', 'зэ', 'ф', 'и', 'щэ', 'зэ']","['1PL.ABS', 'REC.IO', 'BEN', '3SG.ERG', 'STEM', 'SIM']",вести; продавать,3,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
мыгъукӏ,гъун,VERB,"['мы', 'гъу', 'кӏ']","['NEG', 'STEM', 'NMLZ.MNR']",вянуть; сушиться,1,"['prefix', 'root', 'suffix']"
щыщхэр,щын,VERB,"['щы', 'щ', 'хэ', 'р']","['GENLOC', 'STEM', 'PL', 'ABS']",быть частью,319,"['prefix', 'root', 'suffix', 'suffix']"
зэдэгущыӏэгъу,гущыӏэн,VERB,"['зэ', 'дэ', 'гущыӏэ', 'гъу']","['RFL.IO', 'COM', 'STEM', 'NMLZ.TIME']",говорить,436,"['prefix', 'prefix', 'root', 'suffix']"
зэрыт,тын,VERB,"['зэ', 'ры', 'т']","['REC.IO', 'TRANS', 'STEM']",стоять,363,"['prefix', 'prefix', 'root']"
тетхэр,тхэн,VERB,"['те', 'тхэ', 'р']","['LOC', 'STEM', 'ABS']",писать,69,"['prefix', 'root', 'suffix']"
тызэдыкӏэтхагъ,гъын,VERB,"['ты', 'зэ', 'ды', 'кӏэ', 'т', 'ха', 'гъ']","['1PL.ABS', 'RFL.IO', 'COM', 'LOC', '1PL.IO', 'LOC', 'STEM']",плакать,4,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root']"
фахьри,хьын,VERB,"['ф', 'а', 'хь', 'ри']","['BEN', '3PL.ERG', 'STEM', 'ADD']",нести,366,"['prefix', 'prefix', 'root', 'suffix']"
есӏожьыгъ,ӏон,VERB,"['е', 'с', 'ӏо', 'жьы', 'гъ']","['DAT', '1SG.ERG', 'STEM', 'RE', 'PST']",сказать; молотить,40,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зипащэхэ,щэн,VERB,"['з', 'и', 'па', 'щэ', 'хэ']","['REL.IO', 'LOC', 'LOC', 'STEM', 'PL']",вести; продавать,6,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
хэхьэ,хьэн,VERB,"['хэ', 'хьэ']","['LOC', 'STEM']",входить,299,"['prefix', 'root']"
лӏыгъэр,лӏын,VERB,"['лӏы', 'гъэ', 'р']","['STEM', 'PST', 'ABS']","заколоть, задушить",143,"['root', 'suffix', 'suffix']"
зэрэщыхъугъэм,хъон,VERB,"['зэрэ', 'щы', 'хъу', 'гъэ', 'м']","['REL.SUB', 'GENLOC', 'STEM', 'PST', 'OBL']",случиться; стать,32,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
аублэщт,ублэн,VERB,"['а', 'ублэ', 'щт']","['3PL.ERG', 'STEM', 'FUT']",начать,223,"['prefix', 'root', 'suffix']"
узхэм,узын,VERB,"['уз', 'хэ', 'м']","['STEM', 'PL', 'OBL']",болеть,381,"['root', 'suffix', 'suffix']"
зэхэсхыщтыгъэм,хын,VERB,"['зэ', 'хэ', 'с', 'хы', 'щты', 'гъэ', 'м']","['RFL.IO', 'LOC', '1SG.ERG', 'STEM', 'AUX', 'PST', 'OBL']",жать; косить,6,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
къыщагъэлъэгъощтых,лъэгъон,VERB,"['къы', 'щ', 'а', 'гъэ', 'лъэгъо', 'щты', 'х']","['DIR', 'GENLOC', '3PL.ERG', 'CAUS', 'STEM', 'FUT', 'PL']",появиться,196,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
итхыгъэхэм,тхын,VERB,"['и', 'тхы', 'гъэ', 'хэ', 'м']","['3SG.ERG', 'STEM', 'PST', 'PL', 'OBL']",писать,196,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
заригъэтхыгъэу,тхын,VERB,"['з', 'а', 'р', 'и', 'гъэ', 'тхы', 'гъ', 'эу']","['RFL.ABS', '3PL.IO', 'DAT', '3SG.ERG', 'CAUS', 'STEM', 'PST', 'ADV']",писать,2,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
къыщыпфаӏотэщт,ӏотэн,VERB,"['къы', 'щы', 'п', 'ф', 'а', 'ӏотэ', 'щт']","['DIR', 'GENLOC', '2SG.IO', 'BEN', '3PL.ERG', 'STEM', 'FUT']",рассказать,1,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
щыӏэх,ӏэн,VERB,"['щы', 'ӏэ', 'х']","['GENLOC', 'STEM', 'PL']",быть,1349,"['prefix', 'root', 'suffix']"
тегъэпкӏагъэх,пкӏэн,VERB,"['те', 'гъэ', 'пкӏа', 'гъэ', 'х']","['LOC', 'CAUS', 'STEM', 'PST', 'PL']",полоть;прыгать,4,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
кӏэупчӏэщтыгъэх,упчӏэн,VERB,"['кӏэ', 'упчӏэ', 'щты', 'гъэ', 'х']","['LOC', 'STEM', 'AUX', 'PST', 'PL']",спросить,6,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
зекӏонымрэ,кӏон,VERB,"['з', 'е', 'кӏо', 'ны', 'м', 'рэ']","['RFL.ABS', 'DAT', 'STEM', 'MOD', 'OBL', 'COORD']",идти,90,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
улъыплъэ,плъэн,VERB,"['у', 'лъы', 'плъэ']","['2SG.ABS', 'LOC', 'STEM']",смотреть,12,"['prefix', 'prefix', 'root']"
тиӏагъэм,ӏэн,VERB,"['т', 'и', 'ӏа', 'гъэ', 'м']","['1PL.IO', 'LOC', 'STEM', 'PST', 'OBL']",быть,96,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэхэкъутагъ,къутэн,VERB,"['зэ', 'хэ', 'къута', 'гъ']","['RFL.IO', 'LOC', 'STEM', 'PST']",бить; ломать; разбить; взорвать; колотить; разбиться; наколоть; испортить; портиться; попортиться,28,"['prefix', 'prefix', 'root', 'suffix']"
зэхэщэкӏошӏоу,щэн,VERB,"['зэ', 'хэ', 'щэ', 'кӏо', 'шӏу', 'эу']","['RFL.IO', 'LOC', 'STEM', 'NMLZ.AG', 'добрый', 'ADV']",вести; продавать,18,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
ялъытыгъэу,тын,VERB,"['й', 'а', 'лъы', 'ты', 'гъ', 'эу']","['POSS', '3PL.P', 'LOC', 'STEM', 'PST', 'ADV']",стоять,599,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
къыхагъэщыгъ,щын,VERB,"['къы', 'х', 'а', 'гъэ', 'щы', 'гъ']","['DIR', 'LOC', '3PL.ERG', 'CAUS', 'STEM', 'PST']",доить,3363,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
ежь,ежьэн,VERB,"['й', 'э', 'жь']","['DAT', 'DYN', 'STEM']",отправляться,10851,"['prefix', 'prefix', 'root']"
яӏэ,еӏэн,VERB,"['я', 'ӏэ']","['DAT', 'STEM']",трогать,1018,"['prefix', 'root']"
зэхахымэ,хын,VERB,"['зэ', 'х', 'а', 'хы', 'мэ']","['RFL.IO', 'LOC', '3PL.ERG', 'STEM', 'COND']",уносить,54,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
пачъыхьэм,чъын,VERB,"['п', 'а', 'чъы', 'хьэ', 'м']","['LOC', '3PL.ERG', 'STEM', 'ILL', 'OBL']",бежать; бегать; лететь; литься; пролиться; перекатиться,1484,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
лъыхъугъэх,хъун,VERB,"['лъы', 'хъу', 'гъэ', 'х']","['LOC', 'STEM', 'PST', 'PL']",случиться; стать,74,"['prefix', 'root', 'suffix', 'suffix']"
къызэриӏуагъэмкӏэ,ӏон,VERB,"['къы', 'зэ', 'р', 'и', 'ӏуа', 'гъэ', 'м', 'кӏэ']","['DIR', 'REL.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'OBL', 'INS']",сказать; молотить,4332,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зыкӏапӏорэр,пӏон,VERB,"['зы', 'кӏа', 'пӏо', 'рэ', 'р']","['RFL.IO', 'LOC', 'STEM', 'DYN', 'ABS']",воспитывать; растить; опекать,24,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
ышӏагъ,шӏэн,VERB,"['ы', 'шӏа', 'гъ']","['3SG.ERG', 'STEM', 'PST']",знать,848,"['prefix', 'root', 'suffix']"
щызэхащэгъагъ,щэн,VERB,"['щы', 'зэ', 'х', 'а', 'щэ', 'гъа', 'гъ']","['GENLOC', 'REC.IO', 'LOC', 'DAT', 'STEM', 'PST', 'PST']",вести; продавать,486,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
къышӏыгъэ,шӏын,VERB,"['къ', 'ы', 'шӏы', 'гъэ']","['DIR', '3SG.ERG', 'STEM', 'PST']",делать,228,"['prefix', 'prefix', 'root', 'suffix']"
кӏалэм,лэн,VERB,"['кӏа', 'лэ', 'м']","['LOC', 'STEM', 'OBL']",окрасить; накрасить,1647,"['prefix', 'root', 'suffix']"
узэлъештэ,штэн,VERB,"['у', 'зэ', 'лъ', 'й', 'э', 'штэ']","['2SG.ABS', 'RFL.IO', 'LOC', '3SG.ERG', 'DYN', 'STEM']",взять; забрать; набрать; завладеть; умножить; множить; набрать; апробировать,13,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root']"
зэфэшӏыгъэ,шӏын,VERB,"['зэ', 'фэ', 'шӏы', 'гъэ']","['REC.IO', 'BEN', 'STEM', 'PST']",делать,845,"['prefix', 'prefix', 'root', 'suffix']"
къыхэкӏэу,кӏын,VERB,"['къы', 'хэ', 'кӏ', 'эу']","['DIR', 'LOC', 'STEM', 'ADV']",расти; взойти,2827,"['prefix', 'prefix', 'root', 'suffix']"
къеуагъ,еон,VERB,"['къ', 'е', 'уа', 'гъ']","['DIR', 'DAT', 'STEM', 'PST']",бить,124,"['prefix', 'prefix', 'root', 'suffix']"
къылъфыгъэри,лъфын,VERB,"['къ', 'ы', 'лъфы', 'гъэ', 'ри']","['DIR', '3SG.ERG', 'STEM', 'PST', 'ADD']",родить,2,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
узыгъэгушӏон,гушӏон,VERB,"['у', 'зы', 'гъэ', 'гушӏо', 'н']","['2SG.ABS', 'REL.ERG', 'CAUS', 'STEM', 'MOD']",радоваться,17,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
ышӏыщтых,шӏын,VERB,"['ы', 'шӏы', 'щты', 'х']","['3SG.ERG', 'STEM', 'FUT', 'PL']",делать,59,"['prefix', 'root', 'suffix', 'suffix']"
къыпихыгъ,хын,VERB,"['къы', 'п', 'и', 'хы', 'гъ']","['DIR', 'LOC', 'LOC', 'STEM', 'PST']",жать; косить,4,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
апэуцужьыгъэным,уцун,VERB,"['а', 'пэ', 'уцу', 'жьы', 'гъэ', 'ны', 'м']","['3PL.IO', 'LOC', 'STEM', 'RE', 'PST', 'MOD', 'OBL']",встать;прекратить,228,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
зэхэсхыгъэхэр,хын,VERB,"['зэ', 'хэ', 'с', 'хы', 'гъэ', 'хэ', 'р']","['REC.IO', 'LOC', '1SG.ERG', 'STEM', 'PST', 'PL', 'ABS']",жать; косить,48,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
ахэлэжьагъэмэ,лэжьэн,VERB,"['а', 'хэ', 'лэжьа', 'гъэ', 'мэ']","['3PL.IO', 'LOC', 'STEM', 'PST', 'OBL.PL']",работать; изнашивать,16,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зиӏэнхэу,ӏэн,VERB,"['з', 'и', 'ӏэ', 'н', 'х', 'эу']","['REL.TMP', 'LOC', 'STEM', 'MOD', 'PL', 'ADV']",быть,2,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
щыкӏигъэтхъыгъ,тхын,VERB,"['щы', 'кӏ', 'и', 'гъэ', 'тхъы', 'гъ']","['GENLOC', 'LOC', '3SG.ERG', 'CAUS', 'STEM', 'PST']",благоденствовать,164,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
къызыдэкӏыгъэр,дэн,VERB,"['къы', 'зы', 'дэ', 'кӏы', 'гъэ', 'р']","['DIR', 'REL.TMP', 'STEM', 'EL', 'PST', 'ABS']",шить;соглашаться;позволять,32,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
дишӏагъ,шӏэн,VERB,"['д', 'и', 'шӏа', 'гъ']","['COM', '3SG.ERG', 'STEM', 'PST']",делать; заниматься,131,"['prefix', 'prefix', 'root', 'suffix']"
пылъыщтхэр,щтэн,VERB,"['пы', 'лъы', 'щт', 'хэ', 'р']","['LOC', 'LOC', 'STEM', 'PL', 'ABS']",бояться; пугаться; ужаснуться; встревожиться; перепугаться; устрашиться,6,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэхахьэм,хьэн,VERB,"['зэ', 'ха', 'хьэ', 'м']","['REC.IO', 'LOC', 'STEM', 'OBL']",входить,3927,"['prefix', 'prefix', 'root', 'suffix']"
къыӏощтыгъэхэр,ӏон,VERB,"['къ', 'ы', 'ӏо', 'щты', 'гъэ', 'хэ', 'р']","['DIR', '3SG.ERG', 'STEM', 'AUX', 'PST', 'PL', 'ABS']",сказать; молотить,20,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
зэпырыкӏыпӏэхэм,кӏын,VERB,"['зэ', 'пы', 'ры', 'кӏы', 'пӏэ', 'хэ', 'м']","['RFL.IO', 'LOC', 'TRANS', 'STEM', 'NMLZ.LOC', 'PL', 'OBL']",расти; взойти,448,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
щыӏагъ,щыӏэн,VERB,"['щыӏа', 'гъ']","['STEM', 'PST']",испытать; терпеть,1706,"['root', 'suffix']"
хъугъэ,хъон,VERB,"['хъу', 'гъэ']","['STEM', 'PST']",случиться; стать,11050,"['root', 'suffix']"
къаӏон,ӏон,VERB,"['къ', 'а', 'ӏо', 'н']","['DIR', '3PL.ERG', 'STEM', 'MOD']",сказать; молотить,106,"['prefix', 'prefix', 'root', 'suffix']"
къыщыхахыгъэ,хын,VERB,"['къы', 'щы', 'х', 'а', 'хы', 'гъэ']","['DIR', 'GENLOC', 'LOC', '3PL.ERG', 'STEM', 'PST']",уносить,108,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
ащырихынхэмкӏэ,хын,VERB,"['а', 'щы', 'р', 'и', 'хы', 'н', 'хэ', 'м', 'кӏэ']","['3PL.IO', 'GENLOC', 'LOC', '3SG.ERG', 'STEM', 'MOD', 'PL', 'OBL', 'INS']",уносить,2,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
плъэкӏыщтыр,лъэкӏын,VERB,"['п', 'лъэкӏы', 'щты', 'р']","['2SG.ERG', 'STEM', 'FUT', 'ABS']",мочь; чистить,488,"['prefix', 'root', 'suffix', 'suffix']"
укъытегущыӏэн,гущыӏэн,VERB,"['у', 'къы', 'те', 'гущыӏэ', 'н']","['2SG.ABS', 'DIR', 'LOC', 'STEM', 'MOD']",говорить,37,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
къэкӏыжьыгъ,кӏын,VERB,"['къэ', 'кӏы', 'жьы', 'гъ']","['DIR', 'STEM', 'RE', 'PST']",расти; взойти,126,"['prefix', 'root', 'suffix', 'suffix']"
пылъ,лъын,VERB,"['пы', 'лъ']","['LOC', 'STEM']",лежать,1413,"['prefix', 'root']"
зыхъукӏэ,хъун,VERB,"['зы', 'хъу', 'кӏэ']","['REL.TMP', 'STEM', 'INS']",случиться; стать,5382,"['prefix', 'root', 'suffix']"
тызытегущыӏэ,гущыӏэн,VERB,"['ты', 'зы', 'те', 'гущыӏэ']","['1PL.ABS', 'REL.IO', 'LOC', 'STEM']",говорить,3,"['prefix', 'prefix', 'prefix', 'root']"
зэфещэх,щэн,VERB,"['зэ', 'ф', 'й', 'э', 'щэ', 'х']","['RFL.IO', 'BEN', '3SG.ERG', 'DYN', 'STEM', 'PL']",вести; продавать,248,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
егъэджэн,джэн,VERB,"['й', 'э', 'гъэ', 'джэ', 'н']","['3SG.ERG', 'DYN', 'CAUS', 'STEM', 'MOD']",звать; читать,1068,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
ешӏэ,шӏэн,VERB,"['й', 'э', 'шӏэ']","['3SG.ERG', 'DYN', 'STEM']",делать; заниматься,1561,"['prefix', 'prefix', 'root']"
къызфаригъэшӏыгъ,шӏын,VERB,"['къы', 'з', 'ф', 'а', 'р', 'и', 'гъэ', 'шӏы', 'гъ']","['DIR', 'REL.IO', 'BEN', '3PL.IO', 'DAT', '3SG.ERG', 'CAUS', 'STEM', 'PST']",делать,18,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
къызэкӏэлъыкӏуагъэхэр,лъын,VERB,"['къы', 'зэ', 'кӏэ', 'лъы', 'кӏуа', 'гъэ', 'хэ', 'р']","['DIR', 'REC.IO', 'LOC', 'STEM', 'NMLZ.AG', 'PST', 'PL', 'ABS']",заточить,8,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
ащыӏэри,ӏэн,VERB,"['а', 'щы', 'ӏэ', 'ри']","['3PL.IO', 'GENLOC', 'STEM', 'ADD']",быть,3,"['prefix', 'prefix', 'root', 'suffix']"
итэкъухьагъэ,тэкъон,VERB,"['и', 'тэкъу', 'хьа', 'гъэ']","['LOC', 'STEM', 'ILL', 'PST']",крошиться; раскрошиться,94,"['prefix', 'root', 'suffix', 'suffix']"
къысщэхъу,хъон,VERB,"['къы', 'с', 'щ', 'э', 'хъу']","['DIR', '1SG.IO', 'GENLOC', 'DYN', 'STEM']",случиться; стать,814,"['prefix', 'prefix', 'prefix', 'prefix', 'root']"
къысэупчӏы,упчӏын,VERB,"['къы', 'с', 'э', 'упчӏы']","['DIR', '1SG.IO', 'DAT', 'STEM']",спросить,30,"['prefix', 'prefix', 'prefix', 'root']"
