morpheme,gloss,affix,freq
шъанэ,STEM,root,2
энвер,STEM,root,55
смен,STEM,root,108
коротковы,STEM,root,26
адыгейскэ,STEM,root,54
карин,STEM,root,62
риелтор,STEM,root,3
палестинэ,STEM,root,31
жьакъщэкъул,STEM,root,7
природ,STEM,root,15
къуикъу,STEM,root,2
ко,STEM,root,112
целовальниковы,STEM,root,5
сидоровы,STEM,root,19
органическэ,STEM,root,19
кривецкэ,STEM,root,17
брыцу,STEM,root,68
южгазэнерджи,STEM,root,66
атакъ,STEM,root,13
лицеи,STEM,root,91
диалекты,STEM,root,21
упкӏэта,STEM,root,81
искус,STEM,root,3
картон,STEM,root,13
мэты,STEM,root,3
итальянскэ,STEM,root,56
справочник,STEM,root,16
фотохудожник,STEM,root,19
щэрыуа,STEM,root,77
египеты,STEM,root,5
зарисовкэ,STEM,root,27
абзац,STEM,root,10
иудей,STEM,root,53
шыд,STEM,root,1
пластикы,STEM,root,17
лъэой,STEM,root,33
адыггазы,STEM,root,39
ӏудэнэ,STEM,root,38
назаренкэ,STEM,root,40
шолоховы,STEM,root,44
улажьэ,STEM,root,31
витязы,STEM,root,3
цыбэ,STEM,root,17
наз,STEM,root,8
арефьев,STEM,root,6
водоканалы,STEM,root,20
кизянов,STEM,root,2
ӏалъын,STEM,root,22
пкӏэнтӏэпс,STEM,root,24
руслан,STEM,root,120
кӏэзэз,STEM,root,66
авиаспорты,STEM,root,7
шъуай,STEM,root,1
патенты,STEM,root,40
сазонова,STEM,root,3
пӏуаблэ,STEM,root,84
биеннале,STEM,root,19
хьаджырэт,STEM,root,18
мексикэ,STEM,root,28
гъабл,STEM,root,62
спонсор,STEM,root,84
климатическэ,STEM,root,16
андзор,STEM,root,118
щыдыбжьы,STEM,root,11
аресты,STEM,root,2
шъэджашъэ,STEM,root,79
ешыгуау,STEM,root,36
нэлат,STEM,root,47
мэхьмэт,STEM,root,12
нэн,STEM,root,70
цӏэрӏушъ,STEM,root,1
гъоплъа,STEM,root,2
гуӏэны,STEM,root,13
шъхьащэфыжьы,STEM,root,6
сорокины,STEM,root,24
лицей,STEM,root,51
плещеев,STEM,root,10
колесник,STEM,root,30
шъхьаукъэ,STEM,root,42
ибрагимовы,STEM,root,5
набиуллина,STEM,root,9
очэпщы,STEM,root,21
баркины,STEM,root,39
ущ,STEM,root,68
пырацэ,STEM,root,50
первичнэ,STEM,root,14
агрокомплекс,STEM,root,47
аттестаты,STEM,root,22
агротехникэ,STEM,root,29
узбекы,STEM,root,2
хэбз,STEM,root,3
электросеть,STEM,root,48
лэнлэ,STEM,root,26
французы,STEM,root,133
аэропорты,STEM,root,81
коммунисты,STEM,root,24
нотариальнэ,STEM,root,50
волжскэ,STEM,root,46
щэрэчы,STEM,root,3
автосалон,STEM,root,14
габисова,STEM,root,6
лавриненко,STEM,root,29
паӏу,STEM,root,33
регистратурэ,STEM,root,66
ӏумэт,STEM,root,10
емызэгъ,STEM,root,56
лучш,STEM,root,5
кумыс,STEM,root,10
мэзах,STEM,root,48
ухъо,STEM,root,17
александрин,STEM,root,57
яковлева,STEM,root,15
истребительнэ,STEM,root,7
узыны,STEM,root,8
ксение,STEM,root,7
силос,STEM,root,36
алхъо,STEM,root,62
ефремовы,STEM,root,6
мысты,STEM,root,36
агроуниверситеты,STEM,root,11
портфель,STEM,root,38
конституции,STEM,root,8
пыдзаф,STEM,root,18
лаур,STEM,root,13
бырабэ,STEM,root,22
проректоры,STEM,root,9
васильченко,STEM,root,34
юнеско,STEM,root,97
щэджэгъошхэ,STEM,root,27
спасатель,STEM,root,28
абрамян,STEM,root,10
лъэпэрапэ,STEM,root,38
едыджы,STEM,root,22
фроловы,STEM,root,18
старты,STEM,root,4
хьап,STEM,root,83
санузел,STEM,root,6
улъэшъоу,STEM,root,10
долгополов,STEM,root,49
культуролог,STEM,root,17
людовикы,STEM,root,3
пункты,STEM,root,113
ныдж,STEM,root,11
хирургическэ,STEM,root,17
щанэ,STEM,root,26
пакъэ,STEM,root,78
шхъомч,STEM,root,33
память,STEM,root,35
аукцион,STEM,root,69
кӏэко,STEM,root,98
къазгъыр,STEM,root,40
футбольнэ,STEM,root,23
игаркэ,STEM,root,11
хьэрэ,STEM,root,65
темэны,STEM,root,35
гитлер,STEM,root,58
гитис,STEM,root,55
гарсон,STEM,root,8
оксан,STEM,root,96
таможеннэ,STEM,root,62
камаз,STEM,root,40
кофтэ,STEM,root,33
исхак,STEM,root,57
махълъ,STEM,root,14
работник,STEM,root,13
хьада,STEM,root,43
къэнэн,STEM,root,46
николаевы,STEM,root,29
этнографическэ,STEM,root,97
командировкэ,STEM,root,57
концлагерь,STEM,root,27
ярославскэ,STEM,root,17
машинкэ,STEM,root,31
рахманиновы,STEM,root,26
лукьяненкэ,STEM,root,8
милиционеры,STEM,root,9
узгъэлы,STEM,root,5
инструкцие,STEM,root,24
акциз,STEM,root,91
пекин,STEM,root,33
шъхьэӏ,STEM,root,26
сандаковы,STEM,root,30
педагог,STEM,root,37
бэчмыз,STEM,root,19
гъажъо,STEM,root,37
столицэ,STEM,root,16
занэ,STEM,root,38
чӏыфа,STEM,root,25
пианист,STEM,root,25
бородин,STEM,root,34
репатриант,STEM,root,22
археологы,STEM,root,36
быб,STEM,root,138
шӏушӏ,STEM,root,42
емельянов,STEM,root,6
бэгъу,STEM,root,34
панкратионы,STEM,root,51
зэнкӏэ,STEM,root,101
къарбэч,STEM,root,14
дяченко,STEM,root,14
сабыны,STEM,root,7
дядьковы,STEM,root,3
канаты,STEM,root,2
текӏы,STEM,root,73
иваненкэ,STEM,root,22
кӏапс,STEM,root,16
лыпцэ,STEM,root,41
багратион,STEM,root,6
мэхьана,STEM,root,4
нэшхъо,STEM,root,23
былымгъот,STEM,root,19
литкружок,STEM,root,8
бартащук,STEM,root,78
шъхьэхадэ,STEM,root,5
пансионат,STEM,root,19
федерации,STEM,root,46
акрам,STEM,root,7
щэмэджы,STEM,root,42
алексеевы,STEM,root,25
пригород,STEM,root,3
кардиолог,STEM,root,45
матвиенко,STEM,root,28
кърым,STEM,root,3
ӏубэ,STEM,root,11
хьазиз,STEM,root,12
абат,STEM,root,8
картоны,STEM,root,14
губзыгъ,STEM,root,122
реквизит,STEM,root,40
спутник,STEM,root,43
шымырзэ,STEM,root,47
колос,STEM,root,3
заказчик,STEM,root,17
психологическэ,STEM,root,126
кириллицэ,STEM,root,52
горскэ,STEM,root,20
аспирант,STEM,root,116
къэрэжъ,STEM,root,22
устэкъу,STEM,root,3
къабыл,STEM,root,95
плъакӏо,STEM,root,34
гороховы,STEM,root,44
пенсионнэ,STEM,root,57
аварийнэ,STEM,root,100
синоптик,STEM,root,69
характеристикэ,STEM,root,7
нэй,STEM,root,4
кипчак,STEM,root,42
астраханскэ,STEM,root,25
серафимов,STEM,root,4
ведомственнэ,STEM,root,99
лъышӏэжь,STEM,root,56
щэлъэ,STEM,root,23
гречко,STEM,root,8
утх,STEM,root,23
янэкъу,STEM,root,2
санинструктор,STEM,root,7
операционнэ,STEM,root,18
маренникова,STEM,root,8
димитровы,STEM,root,37
каспийскэ,STEM,root,29
хьэдэджадэ,STEM,root,1
режимы,STEM,root,35
аладин,STEM,root,18
ӏэпэӏэса,STEM,root,46
кастро,STEM,root,63
реабилитационнэ,STEM,root,53
штурман,STEM,root,11
приставы,STEM,root,89
владимирович,STEM,root,35
герцогы,STEM,root,37
данильченкэ,STEM,root,18
ӏункӏ,STEM,root,29
уцэӏу,STEM,root,24
прапорщик,STEM,root,25
образнэ,STEM,root,12
чъэгъо,STEM,root,2
спайс,STEM,root,27
хъудымыжъ,STEM,root,36
прозаическэ,STEM,root,9
манжурина,STEM,root,34
шъэджэшъа,STEM,root,8
илларион,STEM,root,12
лавровы,STEM,root,34
бариновы,STEM,root,15
антимонопольнэ,STEM,root,38
шымыгъэхъу,STEM,root,108
бгъуашэ,STEM,root,49
казино,STEM,root,9
дат,STEM,root,66
реквием,STEM,root,16
цыхьан,STEM,root,54
акулинины,STEM,root,8
шампанскэ,STEM,root,28
япон,STEM,root,38
кемаль,STEM,root,21
итальянц,STEM,root,3
аэростаты,STEM,root,22
транссервис,STEM,root,3
шӏуанэ,STEM,root,42
этнограф,STEM,root,64
лъэщэ,STEM,root,37
меджлисы,STEM,root,31
пцӏыус,STEM,root,84
акопян,STEM,root,51
олейниковы,STEM,root,34
уназ,STEM,root,12
маркетингы,STEM,root,14
канализацие,STEM,root,52
абытӏэ,STEM,root,10
метеоролог,STEM,root,9
убза,STEM,root,38
неущмыкӏэ,STEM,root,37
куахъо,STEM,root,15
стрельцов,STEM,root,10
аргун,STEM,root,22
лезгинкэ,STEM,root,48
одыджыны,STEM,root,108
лекуврер,STEM,root,24
джиоевы,STEM,root,12
хьашхъурэӏу,STEM,root,36
бгъ,STEM,root,103
унэзэ,STEM,root,29
голосы,STEM,root,16
ӏэлъэ,STEM,root,6
ейскэ,STEM,root,37
марфэ,STEM,root,13
нэкӏау,STEM,root,7
православнэ,STEM,root,53
ушаков,STEM,root,19
камил,STEM,root,16
гъоз,STEM,root,13
сонет,STEM,root,27
маркизэ,STEM,root,68
лъэпэрэпэ,STEM,root,7
сидельников,STEM,root,3
хъыдзэджы,STEM,root,1
соловьевы,STEM,root,29
гъозы,STEM,root,41
техьажь,STEM,root,9
афэмгъот,STEM,root,12
мельниковы,STEM,root,22
анжелинэ,STEM,root,10
сафроновы,STEM,root,23
радиационнэ,STEM,root,24
перекресток,STEM,root,6
лъачӏэ,STEM,root,50
архиепископы,STEM,root,23
оя,STEM,root,15
индар,STEM,root,39
хъуадэ,STEM,root,42
лавинэ,STEM,root,26
росатом,STEM,root,7
дэхэфэшӏ,STEM,root,6
публицистикэ,STEM,root,69
ӏэшъхьатет,STEM,root,3
свидетельство,STEM,root,11
лъабжъэ,STEM,root,45
изэт,STEM,root,13
здоровье,STEM,root,16
пцелы,STEM,root,9
салат,STEM,root,18
куцӏы,STEM,root,16
мальцевы,STEM,root,24
шыкоо,STEM,root,18
пружинэ,STEM,root,3
къар,STEM,root,37
борисовы,STEM,root,14
гъопча,STEM,root,7
адриеннэ,STEM,root,39
щэпкъ,STEM,root,13
рерих,STEM,root,28
хьайнэпэ,STEM,root,9
куценкэ,STEM,root,14
богатырев,STEM,root,8
савельева,STEM,root,9
грамматик,STEM,root,31
башкортостан,STEM,root,43
щэнэфы,STEM,root,9
комбикорм,STEM,root,6
звенигород,STEM,root,50
къэбэртаи,STEM,root,3
хыгъэхъун,STEM,root,19
арбитраж,STEM,root,6
бзако,STEM,root,55
субвенцие,STEM,root,21
тимофеева,STEM,root,5
зарево,STEM,root,9
рауль,STEM,root,62
топонимикэ,STEM,root,8
къопцӏа,STEM,root,2
хъулъфыгъа,STEM,root,19
лъэпэд,STEM,root,24
занд,STEM,root,35
мэшӏодз,STEM,root,12
тешъу,STEM,root,12
карлос,STEM,root,7
лавин,STEM,root,21
психическэ,STEM,root,20
император,STEM,root,23
артиллеристы,STEM,root,11
онкодиспансеры,STEM,root,24
лабораторнэ,STEM,root,53
пластиктрейд,STEM,root,5
ерэджыб,STEM,root,39
котельн,STEM,root,17
шрифты,STEM,root,15
заповедник,STEM,root,41
акцизы,STEM,root,14
страхователь,STEM,root,40
мытӏы,STEM,root,8
хьакӏэшъау,STEM,root,2
тэбый,STEM,root,1
албаны,STEM,root,3
розничн,STEM,root,1
полякы,STEM,root,3
станокы,STEM,root,12
челябинскэ,STEM,root,59
эльвирэ,STEM,root,29
бакалавр,STEM,root,7
вахтанг,STEM,root,8
тимофеи,STEM,root,1
скуратовы,STEM,root,22
лӏэблан,STEM,root,22
смартфон,STEM,root,13
гагрэ,STEM,root,29
бамыкӏы,STEM,root,29
шытхьал,STEM,root,23
локомотивы,STEM,root,24
персонаж,STEM,root,55
къоепсы,STEM,root,26
захаровы,STEM,root,35
колесниченкэ,STEM,root,38
шэхъу,STEM,root,43
пыжъ,STEM,root,18
панкратовы,STEM,root,14
альпинист,STEM,root,65
побед,STEM,root,35
овчинниковы,STEM,root,41
пластик,STEM,root,38
нало,STEM,root,5
нэзэ,STEM,root,43
пшӏыкӏух,STEM,root,39
бочковы,STEM,root,28
пщыхъожьы,STEM,root,2
шоферы,STEM,root,31
психологы,STEM,root,61
жъыо,STEM,root,30
сулугуни,STEM,root,10
генрих,STEM,root,85
хахъу,STEM,root,25
бзэджэшӏа,STEM,root,25
тыкъын,STEM,root,13
карты,STEM,root,50
чураев,STEM,root,48
автогородокы,STEM,root,7
цӏыкӏужъый,STEM,root,8
бжьыбжь,STEM,root,6
тхъомзашхъо,STEM,root,8
христофор,STEM,root,20
оптическэ,STEM,root,10
скворцова,STEM,root,32
убгъ,STEM,root,51
ермоловы,STEM,root,28
монтажнэ,STEM,root,13
талон,STEM,root,46
хъуажъы,STEM,root,69
почетнэ,STEM,root,9
групп,STEM,root,52
тюркы,STEM,root,7
премьеры,STEM,root,24
окопы,STEM,root,21
емтӏылъы,STEM,root,23
новиковы,STEM,root,21
сметэ,STEM,root,24
тэм,STEM,root,70
дизелист,STEM,root,7
иерусалим,STEM,root,30
гимнастик,STEM,root,1
правдэ,STEM,root,34
елизаветэ,STEM,root,78
драматургическэ,STEM,root,23
куда,STEM,root,32
чест,STEM,root,10
ярослав,STEM,root,37
делотехника,STEM,root,34
гъэфур,STEM,root,6
альманах,STEM,root,47
ткӏопс,STEM,root,21
олимп,STEM,root,57
редакционнэ,STEM,root,20
тхыбз,STEM,root,8
элинэ,STEM,root,13
бизнесмены,STEM,root,16
абакэ,STEM,root,3
академикы,STEM,root,21
волоколамскэ,STEM,root,7
хьэзабы,STEM,root,10
спайсы,STEM,root,42
абакумова,STEM,root,53
рассадэ,STEM,root,27
барэ,STEM,root,11
падре,STEM,root,21
современность,STEM,root,13
куратор,STEM,root,22
борэны,STEM,root,15
дьяковы,STEM,root,15
шэплъы,STEM,root,63
словарь,STEM,root,14
чъыгыпкъы,STEM,root,12
грипп,STEM,root,51
октябр,STEM,root,13
хэлажьэрэр,STEM,root,41
ракетэ,STEM,root,34
табачнэ,STEM,root,17
азэнадж,STEM,root,10
сероводороды,STEM,root,3
пкӏэкӏэ,STEM,root,6
тэрэзыдж,STEM,root,12
исупы,STEM,root,14
пьяновы,STEM,root,12
кисловодск,STEM,root,54
гъэунэ,STEM,root,11
зэкӏа,STEM,root,27
римм,STEM,root,34
аталыкъы,STEM,root,29
бондаревы,STEM,root,37
орджоникидзе,STEM,root,23
хьэсанэ,STEM,root,29
тренировочнэ,STEM,root,3
сергиевскэ,STEM,root,62
наркополицейскэ,STEM,root,54
ващенкэ,STEM,root,17
железэ,STEM,root,20
кӏыщ,STEM,root,41
иорам,STEM,root,15
сектэ,STEM,root,10
спецназы,STEM,root,12
рио,STEM,root,57
коммуникацие,STEM,root,72
рейхстаг,STEM,root,15
магнитнэ,STEM,root,9
драм,STEM,root,42
субботин,STEM,root,4
чэрэгъо,STEM,root,65
сидней,STEM,root,15
майоры,STEM,root,39
фляг,STEM,root,3
онколог,STEM,root,26
шъхьахына,STEM,root,59
видеороликы,STEM,root,9
факты,STEM,root,34
гастроль,STEM,root,19
целовальников,STEM,root,3
огюст,STEM,root,38
кнопкэ,STEM,root,27
бурятие,STEM,root,20
наркоманы,STEM,root,41
эксперты,STEM,root,19
хьамбары,STEM,root,15
марат,STEM,root,70
антеи,STEM,root,2
къымчэрый,STEM,root,26
эскадрилье,STEM,root,16
кущмэз,STEM,root,10
бэскъэ,STEM,root,25
хьащт,STEM,root,11
пантелеимон,STEM,root,6
призер,STEM,root,46
чысэ,STEM,root,65
хьай,STEM,root,12
ушхъухьа,STEM,root,28
дорог,STEM,root,48
львов,STEM,root,10
цундышк,STEM,root,46
механикы,STEM,root,7
орловскэ,STEM,root,19
шъхьанэкӏы,STEM,root,10
самодеятельнэ,STEM,root,30
къайтыкъу,STEM,root,10
фарисеи,STEM,root,6
учебнэ,STEM,root,20
воронин,STEM,root,13
екъутэкӏ,STEM,root,24
рассказы,STEM,root,67
мид,STEM,root,35
чэрэгъуа,STEM,root,27
олимпы,STEM,root,17
дэгъазэ,STEM,root,3
базов,STEM,root,9
еремины,STEM,root,71
архиповы,STEM,root,10
квот,STEM,root,10
калькуляторы,STEM,root,2
хьадрых,STEM,root,4
чистяков,STEM,root,9
пыщтыкъ,STEM,root,20
этажы,STEM,root,55
анкудиновы,STEM,root,22
гордеевы,STEM,root,14
исаченко,STEM,root,63
тыкъо,STEM,root,108
стих,STEM,root,48
былымӏусы,STEM,root,8
бакъ,STEM,root,47
сергеев,STEM,root,8
бгылъэ,STEM,root,7
комплекты,STEM,root,10
ефремов,STEM,root,11
электронн,STEM,root,6
совхознэ,STEM,root,9
политрук,STEM,root,35
шумская,STEM,root,7
фейсал,STEM,root,32
смирнов,STEM,root,38
мэкъам,STEM,root,89
зачет,STEM,root,37
онкологие,STEM,root,74
ставропольскэ,STEM,root,29
мироненкэ,STEM,root,26
статусы,STEM,root,52
цый,STEM,root,11
калининград,STEM,root,44
ломоносовы,STEM,root,50
луизэ,STEM,root,32
иберийскэ,STEM,root,8
цӏацӏ,STEM,root,11
аджыр,STEM,root,20
литературоведение,STEM,root,29
спасибо,STEM,root,9
кадры,STEM,root,3
рубрик,STEM,root,20
фызэ,STEM,root,59
моднэ,STEM,root,13
гъолэ,STEM,root,15
демографическэ,STEM,root,18
шъонтӏыжъ,STEM,root,25
кроссворд,STEM,root,15
никифоров,STEM,root,5
талъэустэн,STEM,root,26
копкъы,STEM,root,7
исследовательскэ,STEM,root,25
тенэчы,STEM,root,17
омар,STEM,root,23
роснефты,STEM,root,4
пако,STEM,root,21
гамзатовы,STEM,root,57
пакет,STEM,root,45
полисы,STEM,root,95
тхьагъапшъ,STEM,root,6
къэбэртай,STEM,root,81
ашраф,STEM,root,43
къаит,STEM,root,11
рудольф,STEM,root,19
комаров,STEM,root,8
константинова,STEM,root,15
установкэ,STEM,root,17
къамболэты,STEM,root,7
стратегии,STEM,root,7
заводскои,STEM,root,9
курды,STEM,root,15
добр,STEM,root,31
сэсый,STEM,root,25
миграцие,STEM,root,52
соловецкэ,STEM,root,4
аллеи,STEM,root,6
стрелковэ,STEM,root,32
катюшэ,STEM,root,29
голос,STEM,root,91
поляков,STEM,root,1
абрам,STEM,root,32
лӏыунай,STEM,root,6
пкӏыжьы,STEM,root,44
свиридовы,STEM,root,7
цум,STEM,root,28
джэдэ,STEM,root,17
распутины,STEM,root,14
австрийскэ,STEM,root,7
пирогы,STEM,root,1
нормативы,STEM,root,7
шэртаны,STEM,root,11
полигоны,STEM,root,31
театрализованн,STEM,root,12
пцэкъэнтфы,STEM,root,21
александровы,STEM,root,26
руль,STEM,root,43
киловатт,STEM,root,48
цэлашхэ,STEM,root,15
указы,STEM,root,70
сорокина,STEM,root,12
телъхьэ,STEM,root,96
руденкэ,STEM,root,22
бабыцэ,STEM,root,18
игнат,STEM,root,21
фазиль,STEM,root,52
есыны,STEM,root,33
дзэпэщэ,STEM,root,38
тхьакӏыхьа,STEM,root,11
депозиты,STEM,root,1
климовы,STEM,root,31
варламовы,STEM,root,4
хирургы,STEM,root,21
товары,STEM,root,45
ульян,STEM,root,45
структур,STEM,root,15
парашютист,STEM,root,9
картофы,STEM,root,66
экстремистскэ,STEM,root,33
оклад,STEM,root,17
физкультурнэ,STEM,root,46
агентство,STEM,root,5
яковлев,STEM,root,16
риелторы,STEM,root,3
ковалева,STEM,root,33
романовы,STEM,root,72
лесничествэ,STEM,root,24
спорткомплекс,STEM,root,44
сенаторы,STEM,root,36
пшӏыкӏузы,STEM,root,29
эстрад,STEM,root,4
фридман,STEM,root,7
владимировичы,STEM,root,13
пхыры,STEM,root,11
зэф,STEM,root,26
советник,STEM,root,62
сырынапщэ,STEM,root,7
показательнэ,STEM,root,6
тихон,STEM,root,69
либеральнэ,STEM,root,10
хьэд,STEM,root,3
онищенкэ,STEM,root,38
рыжковы,STEM,root,10
джыхьнэмы,STEM,root,25
курортнэ,STEM,root,15
пивоваровы,STEM,root,10
хьамцӏый,STEM,root,15
оренбург,STEM,root,79
пыщтыкъы,STEM,root,4
щхэпсы,STEM,root,8
кӏэкуа,STEM,root,13
толерантност,STEM,root,4
федорович,STEM,root,22
педагогы,STEM,root,8
лозунгы,STEM,root,13
исследователь,STEM,root,2
отрасль,STEM,root,3
билеты,STEM,root,48
нашэ,STEM,root,46
давыдов,STEM,root,24
джын,STEM,root,20
отэхь,STEM,root,20
персональнэ,STEM,root,21
ӏадэб,STEM,root,3
желез,STEM,root,3
хоккей,STEM,root,18
цуахъу,STEM,root,4
рейкэ,STEM,root,6
репертуары,STEM,root,30
коллектор,STEM,root,44
ӏудэ,STEM,root,1
лаборанты,STEM,root,3
хьарэхъу,STEM,root,61
эндоскопическэ,STEM,root,6
макарий,STEM,root,10
велик,STEM,root,1
гуӏэтыжьы,STEM,root,3
тхьэп,STEM,root,19
самоходкэ,STEM,root,7
даннэ,STEM,root,21
гъыщы,STEM,root,52
имыкӏ,STEM,root,93
группа,STEM,root,6
шыбзы,STEM,root,20
къан,STEM,root,30
аргентинэ,STEM,root,24
нэпцэ,STEM,root,51
псыун,STEM,root,7
генетикэ,STEM,root,11
мэкъа,STEM,root,22
библиотекар,STEM,root,9
къуапцӏ,STEM,root,10
дивизионы,STEM,root,27
этикет,STEM,root,4
округ,STEM,root,101
ашъу,STEM,root,41
осипов,STEM,root,4
шхъомчы,STEM,root,33
бобровы,STEM,root,6
нэрлъэгъу,STEM,root,17
ион,STEM,root,3
тюльпаны,STEM,root,11
путешественник,STEM,root,3
портфел,STEM,root,3
вертикаль,STEM,root,50
цэцэ,STEM,root,10
ныкъу,STEM,root,38
софье,STEM,root,9
гупэ,STEM,root,24
пэса,STEM,root,4
помидоры,STEM,root,62
аринэ,STEM,root,4
шъхьаукъа,STEM,root,16
отличникы,STEM,root,7
бреславцева,STEM,root,17
симпозиум,STEM,root,19
фэб,STEM,root,68
сигнализацие,STEM,root,21
ерусэлэмы,STEM,root,3
тыку,STEM,root,62
къыз,STEM,root,40
кӏэлъэныкъу,STEM,root,28
шъомбгъу,STEM,root,14
беларусь,STEM,root,26
телескоп,STEM,root,7
нэщэ,STEM,root,11
махачкала,STEM,root,93
мэзтеупкӏ,STEM,root,6
пшахъо,STEM,root,150
аппай,STEM,root,10
подряднэ,STEM,root,24
джантэмыр,STEM,root,88
петро,STEM,root,3
шъхьэпэя,STEM,root,11
чӏыох,STEM,root,11
солнце,STEM,root,17
шъэолӏэхъу,STEM,root,3
памят,STEM,root,42
метод,STEM,root,8
будущее,STEM,root,43
курганинскэ,STEM,root,47
емызэгъы,STEM,root,17
бортников,STEM,root,1
лъащ,STEM,root,17
мэзпэсы,STEM,root,22
пахомова,STEM,root,5
вагнер,STEM,root,36
джырандыкъу,STEM,root,35
пхъэкӏы,STEM,root,11
овсянникова,STEM,root,12
ивашины,STEM,root,82
трость,STEM,root,11
салфеткэ,STEM,root,10
предложении,STEM,root,15
гугъуемылӏы,STEM,root,39
гъуал,STEM,root,16
партком,STEM,root,24
нафанаил,STEM,root,8
бэджэ,STEM,root,30
кондуктор,STEM,root,13
бэкъаны,STEM,root,7
пцӏэна,STEM,root,15
аксеновы,STEM,root,26
мешалкины,STEM,root,20
дэгъэшӏ,STEM,root,32
пронин,STEM,root,7
шӏуфэсы,STEM,root,14
транспарант,STEM,root,25
финансы,STEM,root,8
банкроты,STEM,root,3
смирновы,STEM,root,32
чукотскэ,STEM,root,9
ӏэпэчӏэгъан,STEM,root,22
лазар,STEM,root,24
папкэ,STEM,root,28
съезд,STEM,root,23
мызэ,STEM,root,15
кабановы,STEM,root,24
сыджы,STEM,root,63
акинфеевы,STEM,root,3
прощание,STEM,root,4
тӏокӏищ,STEM,root,70
привет,STEM,root,25
ӏэлэдж,STEM,root,5
роскомнадзоры,STEM,root,14
сюжеты,STEM,root,41
хъурым,STEM,root,19
спортмастер,STEM,root,160
контракт,STEM,root,37
следовател,STEM,root,27
щтым,STEM,root,15
лыцӏа,STEM,root,5
лащэ,STEM,root,6
герасимовы,STEM,root,41
магнит,STEM,root,39
къылыщ,STEM,root,7
праймеризы,STEM,root,38
къэрабгъ,STEM,root,20
регин,STEM,root,7
эльдар,STEM,root,66
васильевы,STEM,root,44
николаев,STEM,root,21
полюс,STEM,root,11
никитины,STEM,root,16
рэз,STEM,root,18
осмаевы,STEM,root,36
бомбардир,STEM,root,9
хьазэщыкъу,STEM,root,2
публицистик,STEM,root,4
апсы,STEM,root,18
ческэ,STEM,root,8
автомобилист,STEM,root,32
куаш,STEM,root,14
организации,STEM,root,75
отпускы,STEM,root,40
радченкэ,STEM,root,15
лъэханэ,STEM,root,12
михайловы,STEM,root,108
козловская,STEM,root,7
экспонаты,STEM,root,4
баскаков,STEM,root,22
данциг,STEM,root,6
бырэба,STEM,root,4
хьацӏыкӏу,STEM,root,87
ӏуны,STEM,root,5
астраханочкэ,STEM,root,65
марихуанэ,STEM,root,38
комиссары,STEM,root,36
пшӏыкӏущ,STEM,root,33
хьакъуи,STEM,root,22
диван,STEM,root,9
пэчӏынатӏэ,STEM,root,17
предписание,STEM,root,7
западнэ,STEM,root,19
блэры,STEM,root,25
рецепты,STEM,root,31
залъэ,STEM,root,5
бугаенкэ,STEM,root,5
беляевы,STEM,root,11
шъхьэчэты,STEM,root,1
пщыгъот,STEM,root,4
старицкэ,STEM,root,33
гурымы,STEM,root,17
манукьян,STEM,root,4
къытыжъ,STEM,root,14
цэф,STEM,root,12
криминогеннэ,STEM,root,15
романтическэ,STEM,root,14
ферриол,STEM,root,15
хапачев,STEM,root,2
хъэдэныжъ,STEM,root,5
дмитриевскэ,STEM,root,42
водительскэ,STEM,root,39
полиграф,STEM,root,28
штутгарт,STEM,root,5
цохъо,STEM,root,46
лъакъу,STEM,root,39
филипповы,STEM,root,40
кардиналы,STEM,root,25
инициативэ,STEM,root,39
шъуаджэ,STEM,root,23
ӏуантӏэ,STEM,root,42
бал,STEM,root,19
шэрмэт,STEM,root,7
къазый,STEM,root,44
войнов,STEM,root,3
салюты,STEM,root,4
кружокы,STEM,root,59
скуратов,STEM,root,7
коньякы,STEM,root,14
ӏэпэӏэсэ,STEM,root,52
нэгъур,STEM,root,7
шибаевы,STEM,root,4
хъоц,STEM,root,18
воронкины,STEM,root,15
десантнэ,STEM,root,16
лэпс,STEM,root,20
хьамырзэкъу,STEM,root,2
сказание,STEM,root,8
творческ,STEM,root,28
глаголева,STEM,root,5
тыжъ,STEM,root,76
иосиф,STEM,root,68
сергеевич,STEM,root,19
къэмланы,STEM,root,28
гурыгъэӏо,STEM,root,53
бэрбэчы,STEM,root,2
хьайуаны,STEM,root,19
хъыбый,STEM,root,10
авторскэ,STEM,root,29
къагъэдыу,STEM,root,1
хъыжъ,STEM,root,22
бутенкэ,STEM,root,5
филъ,STEM,root,45
бао,STEM,root,3
руд,STEM,root,31
лъхъанчэ,STEM,root,75
шъэшъ,STEM,root,23
хьапыщты,STEM,root,12
бэлл,STEM,root,12
гъошъу,STEM,root,39
декреты,STEM,root,9
меджлис,STEM,root,8
щакӏу,STEM,root,16
тӏэта,STEM,root,47
хьэцӏыкӏу,STEM,root,7
коэффициенты,STEM,root,36
еврей,STEM,root,7
депозит,STEM,root,7
мэлыл,STEM,root,15
кулинченкэ,STEM,root,7
рафтинг,STEM,root,3
ужьыры,STEM,root,11
цӏагъо,STEM,root,4
краскэ,STEM,root,69
суверенитеты,STEM,root,9
белосток,STEM,root,7
авиакомпание,STEM,root,22
таланты,STEM,root,24
абдуллаевы,STEM,root,3
подгорнэ,STEM,root,38
кӏытӏэ,STEM,root,3
лъахъ,STEM,root,10
оелэ,STEM,root,14
шъукъэдаӏу,STEM,root,40
